"x"
"AF048404"
"AF048405"
"AF048406"
"AF048407"
"AF048408"
"AF048409"
"AF048410"
"AF048411"
"AF048412"
"AF048413"
"AF048414"
"AF048415"
"AF048416"
"AF048417"
"AF048418"
"AF048419"
"AF048420"
"AF048421"
"AF048422"
"AF048423"
"AF048424"
"AF048425"
"AF048426"
"AF048427"
"AF048428"
"AF048429"
"AF048430"
"AF048431"
"AF048432"
"AF048433"
"AF048434"
"AF048435"
"AF048436"
"AF048437"
"AF048438"
"AF048439"
"AF048440"
"AF048441"
"AF048442"
"AF048443"
"AF048444"
"AF048445"
"AF048446"
"AF048447"
"AF048448"
"AF048449"
"AF048450"
"AF048451"
"AF048452"
"AF048453"
"AF048454"
"AF048455"
"AF048456"
"AF048457"
"AF048458"
"AF048459"
"AF048460"
"AF048461"
"AF048462"
"AF048463"
"AF048464"
"AF048465"
"AF048466"
"AF048467"
"AF048468"
"AF048469"
"AF048470"
"AF048471"
"AF048472"
"AF048473"
"AF048474"
"AF048475"
"AF048476"
"AF048477"
"AF048478"
"AF048479"
"AF048480"
"AF048481"
"AF048482"
"AF048483"
"AF048484"
"AF048485"
"AF048486"
"AF048487"
"AF048488"
"AF048489"
"AF048490"
"AF048491"
"AF048492"
"AF048493"
"AF048494"
"AF048495"
"AF048496"
"AF048497"
"AF048498"
"AF048499"
"AF048500"
"AF048501"
"AF048502"
"AF048503"
"AF048504"
"AF048505"
"AF048506"
"AF048507"
"AF048508"
"AF048509"
"AF048510"
"AF048511"
"AF048512"
"AF048513"
"AF048514"
"AF048515"
"AF048516"
"AF048517"
"AF048518"
"AF048519"
"AF048520"
"AF048521"
"AF048522"
"AF048523"
"AF048524"
"AF048525"
"AF048526"
"AF048527"
"AF048528"
"AF048529"
"AF048530"
"AF048531"
"AF048532"
"AF048533"
"AF048534"
"AF048535"
"AF048536"
"AF048537"
"AF048538"
"AF048539"
"AF048540"
"AF048541"
"AF048542"
"AF048543"
"AF048544"
"AF048545"
"AF048546"
"AF048547"
"AF048548"
"AF048549"
"AF048550"
"AF048551"
"AF048552"
"AF048553"
"AF048554"
"AF048555"
"AF048556"
"AF048557"
"AF048558"
"AF048559"
"AF048560"
"AF048561"
"AF048562"
"AF048563"
"AF048564"
"AF048565"
"AF048566"
"AF048567"
"AF048568"
"AF048569"
"AF048570"
"AF048571"
"AF048572"
"AF048573"
"AF048574"
"AF048575"
"AF048576"
"AF048577"
"AF048578"
"AF048579"
"AF048580"
"AF048581"
"AF048582"
"AF048583"
"AF048584"
"AF048585"
"AF048586"
"AF048587"
"AF048588"
"AF048589"
"AF048590"
"AF048591"
"AF048592"
"AF048593"
"AF048594"
"AF048595"
"AF048596"
"AF048597"
"AF048598"
"AF048599"
"AF048600"
"AF048601"
"AF048602"
"AF048603"
"AF048604"
"AF048605"
"AF048606"
"AF048607"
"AF048608"
"AF048609"
"AF048610"
"AF048611"
"AF048612"
"AF048613"
"AF048614"
"AF048615"
"AF048616"
"AF048617"
"AF048618"
"AF048619"
"AF048620"
"AF048621"
"AF048622"
"AF048623"
"AF048624"
"AF048625"
"AF048626"
"AF048627"
"AF048628"
"AF048629"
"AF048630"
"AF048631"
"AF048632"
"AF048633"
"AF048634"
"AF048635"
"AF048636"
"AF048637"
"AF048638"
"AF048639"
"AF048640"
"AF048641"
"AF048642"
"AF048643"
"AF048644"
"AF048645"
"AF048646"
"AF048647"
"AF048648"
"AF048649"
"AF048650"
"AF048651"
"AF048652"
"AF048653"
"AF048654"
"AF048655"
"AF048656"
"AF048657"
"AF048658"
"AF048659"
"AF048660"
"AF048661"
"AF048662"
"AF048663"
"AF048664"
"AF048665"
"AF048666"
"AF048667"
"AF048668"
"AF048669"
"AF048670"
"AF048671"
"AF048672"
"AF048673"
"AF048674"
"AF048675"
"AF048676"
"AF048677"
"AF048678"
"AF048679"
"AF048680"
"AF048681"
"AF048682"
"AF048683"
"AF048684"
"AF048685"
